Hematite_Senin_01,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
Si,EDS,K series,0.34,0.00184,0.3232,0.0128,0.2949,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.48,0.00416,0.4029,0.0119,0.2576,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,35.75,0.32882,35.3877,0.0582,18.933,,,,,TiO2,No,5/13/2025 18:15
Fe,EDS,K series,26.03,0.23657,27.5144,0.0714,12.6259,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,106.0357,,100,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_88,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,10.01,0.05692,42.3407,0.2064,68.5149,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.12,0.00069,0.1591,0.0131,0.1527,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.84,0.00452,0.7778,0.0139,0.7169,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,1.16,0.00999,0.966,0.0134,0.624,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,37.07,0.34097,37.0549,0.0597,20.0277,,,,,TiO2,No,5/13/2025 18:15
Mn,EDS,K series,0.28,0.00264,0.3205,0.0204,0.151,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,19.83,0.18023,21.1676,0.0639,9.8128,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,102.7866,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_89,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,30.32,0.17245,33.796,0.0867,63.5043,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.18,0.00104,0.2895,0.0164,0.3226,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.94,0.00509,1.0274,0.0167,1.0997,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,0.03,0.00023,0.0379,0.0126,0.0368,,,,,Chlorapatite,No,4/28/2025 23:22
S,EDS,K series,0.04,0.00034,0.0468,0.0113,0.0439,,,,,FeS2,Yes,
Ca,EDS,K series,0.14,0.0012,0.1223,0.0117,0.0917,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.13,0.0012,0.1219,0.0139,0.0765,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.2,0.00196,0.1918,0.015,0.1132,,,,,V,Yes,
Mn,EDS,K series,0.28,0.00266,0.2937,0.0208,0.1607,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,65.24,0.59306,64.1837,0.1012,34.5506,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,100.111,,100,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_90,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,26.68,0.15173,31.7403,0.0878,61.4677,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.52,0.00292,0.8116,0.0185,0.932,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.43,0.00771,1.5581,0.0185,1.7188,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.14,0.00123,0.1256,0.0117,0.0971,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,1.05,0.00965,0.9836,0.0171,0.6362,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.08,0.0008,0.0782,0.0154,0.0476,,,,,V,Yes,
Mn,EDS,K series,0.2,0.00186,0.2057,0.0204,0.116,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,64.12,0.58289,63.0592,0.1003,34.9846,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,98.5624,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_91,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,29.55,0.16805,32.6328,0.0831,62.0679,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.09,0.00053,0.15,0.0164,0.1692,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.32,0.00175,0.3569,0.0147,0.3867,,,,,Nepheline,No,9/24/2025 22:58
Ti,EDS,K series,0.41,0.00379,0.3821,0.0148,0.2428,,,,,TiO2,No,5/13/2025 18:15
Fe,EDS,K series,69.64,0.63307,68.149,0.1038,37.1335,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,101.6708,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_92,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,24.1,0.13708,29.9045,0.0873,59.9479,,,,,hematite_elba,No,9/30/2025 17:52
Mg,EDS,K series,0.45,0.00259,1.0032,0.0225,1.3234,,,,,Forsterite,No,9/24/2025 22:58
Al,EDS,K series,0.8,0.00454,1.2573,0.0199,1.4945,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.75,0.00946,1.9171,0.0194,2.1892,,,,,Nepheline,No,9/24/2025 22:58
K,EDS,K series,0.18,0.00147,0.1621,0.0119,0.133,,,,,Orthoclase,No,9/24/2025 22:59
Ca,EDS,K series,0.09,0.00081,0.0832,0.0115,0.0666,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,1.27,0.01166,1.1963,0.0176,0.801,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.09,0.00094,0.093,0.0152,0.0586,,,,,V,Yes,
Mn,EDS,K series,0.23,0.00215,0.2379,0.0201,0.1389,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,59.78,0.54338,58.9372,0.0973,33.847,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,94.792,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_93,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,32.18,0.18302,35.3752,0.0844,64.0392,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.34,0.00192,0.5322,0.0178,0.5713,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.58,0.00855,1.7173,0.019,1.7709,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.13,0.00109,0.1114,0.0118,0.0805,,,,,Diopside,No,5/13/2025 18:15
Mn,EDS,K series,0.2,0.00187,0.2069,0.0203,0.1091,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,65.36,0.59412,64.4591,0.1017,33.429,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,102.4022,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_95,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.41,0.16159,33.1729,0.0887,62.1656,,,,,hematite_elba,No,9/30/2025 17:52
Mg,EDS,K series,0.39,0.00228,0.8886,0.0225,1.0959,,,,,Forsterite,No,9/24/2025 22:58
Al,EDS,K series,0.57,0.00325,0.9043,0.0189,1.0048,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.35,0.0073,1.4771,0.0182,1.5769,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.05,0.00047,0.0483,0.0114,0.0362,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.86,0.00788,0.8064,0.0164,0.5048,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.06,0.00061,0.0599,0.0149,0.0352,,,,,V,Yes,
Mn,EDS,K series,0.19,0.00176,0.1952,0.02,0.1066,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,63.21,0.5746,62.3518,0.0999,33.4741,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.9046,,100,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_94,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,26.18,0.14889,29.2058,0.0791,59.7129,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.06,0.00033,0.0948,0.0155,0.115,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.34,0.00185,0.3792,0.0146,0.4416,,,,,Nepheline,No,9/24/2025 22:58
Ti,EDS,K series,0.35,0.00321,0.3223,0.0145,0.2201,,,,,TiO2,No,5/13/2025 18:15
Fe,EDS,K series,69.26,0.62962,67.4558,0.103,39.5104,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,97.4579,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_96,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.9,0.15868,31.7571,0.085,62.3021,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.08,0.00046,0.129,0.0154,0.1501,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.88,0.00476,0.9613,0.0165,1.0742,,,,,Nepheline,No,9/24/2025 22:58
S,EDS,K series,0.13,0.00112,0.1555,0.0118,0.1522,,,,,FeS2,Yes,
Ca,EDS,K series,0.12,0.001,0.1017,0.0116,0.0797,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.61,0.00564,0.572,0.0155,0.3748,,,,,TiO2,No,5/13/2025 18:15
Fe,EDS,K series,65.01,0.59098,63.8173,0.1008,35.8668,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,97.4939,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_97,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,25.31,0.14395,29.9874,0.0852,60.2631,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.46,0.00262,0.7352,0.0179,0.8761,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.03,0.00558,1.1339,0.0171,1.298,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.09,0.00075,0.0765,0.0115,0.0614,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.99,0.00913,0.9258,0.0168,0.6214,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.1,0.00098,0.0956,0.0152,0.0604,,,,,V,Yes,
Mn,EDS,K series,0.16,0.00155,0.1706,0.0201,0.0998,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,65.1,0.59178,63.7813,0.1007,36.7197,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,96.9064,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_98,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,11.15,0.06343,42.425,0.1944,68.7565,,,,,hematite_elba,No,9/30/2025 17:52
Si,EDS,K series,0.1,0.00054,0.0953,0.0117,0.088,,,,,Nepheline,No,9/24/2025 22:58
Cl,EDS,K series,0.08,0.00069,0.0831,0.0103,0.0608,,,,,NaCl,Yes,
Ca,EDS,K series,0.12,0.00104,0.101,0.0107,0.0653,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,34.57,0.31801,34.1804,0.0572,18.5023,,,,,TiO2,No,5/13/2025 18:15
Mn,EDS,K series,1.63,0.01544,1.8571,0.0268,0.8765,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,23.74,0.21578,25.0936,0.0688,11.6506,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,103.8355,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_99,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,24.16,0.13742,28.8134,0.0848,58.868,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.46,0.00259,0.7281,0.0176,0.882,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.18,0.00636,1.2966,0.0172,1.509,,,,,Nepheline,No,9/24/2025 22:58
K,EDS,K series,0.1,0.0008,0.0882,0.0116,0.0737,,,,,Orthoclase,No,9/24/2025 22:59
Ca,EDS,K series,0.08,0.00072,0.0734,0.0116,0.0599,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.86,0.00789,0.799,0.0165,0.5452,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.11,0.00106,0.1036,0.0152,0.0665,,,,,V,Yes,
Mn,EDS,K series,0.15,0.00138,0.1513,0.0202,0.09,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,66.26,0.6023,64.7627,0.1013,37.9056,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,96.8162,,100,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_100,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.44,0.16176,30.9846,0.079,60.9523,,,,,hematite_elba,No,9/30/2025 17:52
Si,EDS,K series,0.53,0.00286,0.5834,0.0154,0.6538,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,69.81,0.63458,68.128,0.1037,38.3939,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.6961,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_101,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,36.58,0.20807,38.3896,0.0839,68.8339,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.07,0.00041,0.112,0.0148,0.119,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1,0.0054,1.0714,0.0164,1.0943,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,0.14,0.00109,0.1821,0.0127,0.1686,,,,,Chlorapatite,No,4/28/2025 23:22
Mn,EDS,K series,0.2,0.00187,0.2092,0.0196,0.1093,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,58.07,0.52784,57.7705,0.0967,29.6748,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,97.7349,,100,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_102,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.22,0.16048,32.9196,0.0882,62.1677,,,,,hematite_elba,No,9/30/2025 17:52
Mg,EDS,K series,0.43,0.00246,0.9561,0.0226,1.1882,,,,,Forsterite,No,9/24/2025 22:58
Al,EDS,K series,0.64,0.00364,1.0099,0.0192,1.1308,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.63,0.0088,1.7797,0.019,1.9145,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.07,0.00063,0.0647,0.0115,0.0488,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.69,0.00631,0.6465,0.0158,0.4078,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.08,0.00075,0.0746,0.0149,0.0442,,,,,V,Yes,
Mn,EDS,K series,0.17,0.00164,0.1821,0.02,0.1001,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,61.77,0.56148,60.9933,0.0989,32.9978,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,98.6265,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_103,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,25.16,0.14307,30.2569,0.0856,60.3171,,,,,hematite_elba,No,9/30/2025 17:52
Mg,EDS,K series,0.52,0.00302,1.1654,0.0226,1.5288,,,,,Forsterite,No,9/24/2025 22:58
Al,EDS,K series,0.76,0.00433,1.1983,0.0193,1.4165,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.93,0.01044,2.1152,0.0195,2.4019,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.1,0.00086,0.0886,0.0113,0.0705,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.85,0.00781,0.8008,0.0163,0.5332,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.07,0.00067,0.0659,0.015,0.0413,,,,,V,Yes,
Mn,EDS,K series,0.27,0.00255,0.2822,0.0203,0.1638,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,59.52,0.54106,58.7062,0.0972,33.5268,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,94.6795,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_104,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,6.59,0.0375,42.5992,0.3228,68.1435,,,,,hematite_elba,No,9/30/2025 17:52
Si,EDS,K series,0.05,0.00029,0.0454,0.0106,0.0414,,,,,Nepheline,No,9/24/2025 22:58
Ti,EDS,K series,58.17,0.53503,58.4416,0.0764,31.225,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.59,0.00589,0.6544,0.0354,0.3288,,,,,V,Yes,
Fe,EDS,K series,0.21,0.00194,0.2365,0.0208,0.1084,,,,,Fayalite,No,9/24/2025 22:59
Nb,EDS,L series,0.46,0.0046,0.5551,0.0324,0.1529,,,,,Nb,Yes,
Total,,,,,102.5323,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LRa02_grain_105,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.26,0.16074,38.3769,0.1052,65.8872,,,,,hematite_elba,No,9/30/2025 17:52
Mg,EDS,K series,0.3,0.00173,0.6652,0.0223,0.7516,,,,,Forsterite,No,9/24/2025 22:58
Al,EDS,K series,0.29,0.00166,0.4538,0.0177,0.462,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.65,0.00352,0.6995,0.0161,0.6841,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.14,0.00119,0.1215,0.0117,0.0833,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,4.5,0.04135,4.2729,0.0251,2.4502,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.14,0.00139,0.1397,0.0175,0.0753,,,,,V,Yes,
Fe,EDS,K series,60.35,0.54862,60.1948,0.0989,29.6062,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,104.9244,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_96,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.45,0.16179,31.8218,0.084,62.2521,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.29,0.00163,0.4574,0.0167,0.5305,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.88,0.00474,0.9595,0.0164,1.0692,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,0.03,0.00027,0.0458,0.0124,0.0463,,,,,Chlorapatite,No,4/28/2025 23:22
Cl,EDS,K series,0.08,0.00068,0.0871,0.0112,0.0769,,,,,NaCl,Yes,
Ca,EDS,K series,0.26,0.00225,0.2292,0.012,0.179,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.06,0.0006,0.0607,0.0134,0.0396,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.05,0.00055,0.0536,0.0143,0.033,,,,,V,Yes,
Mn,EDS,K series,0.42,0.00398,0.4389,0.0212,0.2501,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,64.58,0.58707,63.3858,0.1004,35.5233,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,97.5399,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_100,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,24.17,0.13747,31.8025,0.0933,61.3994,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.23,0.00132,0.3673,0.0164,0.4205,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.06,0.0057,1.1454,0.0169,1.2597,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,1.04,0.00896,0.912,0.0143,0.7028,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,1.85,0.01705,1.7475,0.0192,1.1269,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.51,0.00511,0.5062,0.0173,0.3069,,,,,V,Yes,
Mn,EDS,K series,0.12,0.0011,0.1216,0.0199,0.0684,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,63.68,0.57889,62.7663,0.1002,34.7154,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.3688,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_101,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,22.93,0.13042,31.1378,0.0933,60.5729,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.19,0.00107,0.2971,0.0159,0.3427,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.17,0.00634,1.2714,0.0173,1.4089,,,,,Nepheline,No,9/24/2025 22:58
K,EDS,K series,0.05,0.00038,0.0418,0.0115,0.0333,,,,,Orthoclase,No,9/24/2025 22:59
Ca,EDS,K series,1.62,0.0139,1.4142,0.0157,1.0982,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,2.04,0.01877,1.93,0.0199,1.254,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.32,0.00323,0.3209,0.0169,0.196,,,,,V,Yes,
Fe,EDS,K series,63.89,0.58081,62.9722,0.1004,35.094,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.3854,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_102,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,29.12,0.16564,31.7332,0.0834,61.4581,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.02,0.00013,0.0376,0.0152,0.0432,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.55,0.00297,0.605,0.0154,0.6674,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.02,0.00016,0.0165,0.0113,0.0128,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.01,0.00012,0.0122,0.0134,0.0079,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.01,0.00011,0.011,0.0142,0.0067,,,,,V,Yes,
Fe,EDS,K series,69.73,0.63389,68.1362,0.1037,37.8039,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,100.5516,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_103,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,23.5,0.13363,33.409,0.0995,62.4373,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.46,0.00258,0.7104,0.0175,0.7872,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.47,0.00251,0.5034,0.0146,0.5359,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.26,0.00222,0.225,0.012,0.1679,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,4.93,0.04534,4.6455,0.0258,2.8998,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.15,0.00148,0.1474,0.0176,0.0865,,,,,V,Yes,
Mn,EDS,K series,0.29,0.00273,0.3045,0.0208,0.1657,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,62.13,0.5648,61.4868,0.0995,32.9197,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,101.4319,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_104,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
