Hematite Elba,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
Al,EDS,K series,0.35,0.53,0.00253,0.67,0.02,0.75,,,,,Al2O3,Yes,
Si,EDS,K series,1.55,1,0.00806,1.55,0.02,1.68,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,11.54,0.96,0.11545,12.02,0.05,7.61,,,,,Ti,Yes,
V,EDS,K series,0.53,0.98,0.00534,0.54,0.03,0.32,,,,,V,Yes,
Mn,EDS,K series,0.96,0.88,0.00957,1.09,0.03,0.6,,,,,Mn,Yes,
Fe,EDS,K series,49.26,0.99,0.4478,49.57,0.13,26.93,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,98.19,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_76,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,31.84,0.98,0.10715,32.4,0.14,60.88,,,,,SiO2,Yes,
Al,EDS,K series,0.74,0.51,0.00532,1.45,0.03,1.61,,,,,Al2O3,Yes,
Si,EDS,K series,0.09,0.97,0.00046,0.09,0.02,0.1,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,8.09,0.97,0.08089,8.31,0.05,5.22,,,,,Ti,Yes,
V,EDS,K series,0.66,1,0.00658,0.66,0.03,0.39,,,,,V,Yes,
Mn,EDS,K series,0.41,0.89,0.00412,0.46,0.03,0.25,,,,,Mn,Yes,
Fe,EDS,K series,58.97,1.01,0.53604,58.62,0.14,31.55,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,101.99,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_77,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,33.86,0.99,0.11396,34.14,0.14,62.42,,,,,SiO2,Yes,
Al,EDS,K series,0.37,0.51,0.00264,0.72,0.02,0.78,,,,,Al2O3,Yes,
Si,EDS,K series,0.11,0.97,0.00056,0.11,0.02,0.12,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,8.93,0.97,0.08934,9.19,0.05,5.61,,,,,Ti,Yes,
Mn,EDS,K series,0.15,0.89,0.00151,0.17,0.03,0.09,,,,,Mn,Yes,
Fe,EDS,K series,59.37,1,0.53967,59.13,0.14,30.98,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,103.46,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_79,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,11.3,0.43,0.03802,26.56,0.22,57.83,,,,,SiO2,Yes,
Al,EDS,K series,0.19,0.56,0.00136,0.34,0.02,0.43,,,,,Al2O3,Yes,
Si,EDS,K series,0.1,1.06,0.00051,0.09,0.01,0.11,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,29.01,0.95,0.2901,30.43,0.08,22.13,,,,,Ti,Yes,
V,EDS,K series,0.26,0.96,0.00259,0.27,0.04,0.19,,,,,V,Yes,
Mn,EDS,K series,0.85,0.85,0.00845,1,0.03,0.63,,,,,Mn,Yes,
Fe,EDS,K series,28.9,0.97,0.26268,29.93,0.1,18.67,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,88.62,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_80,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,32.42,1.14,0.10908,28.4,0.12,58.16,,,,,SiO2,Yes,
Al,EDS,K series,0.37,0.5,0.00266,0.74,0.02,0.9,,,,,Al2O3,Yes,
Si,EDS,K series,0.81,0.96,0.00422,0.85,0.02,0.99,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,4.77,0.98,0.04772,4.85,0.04,3.32,,,,,Ti,Yes,
V,EDS,K series,0.31,1.02,0.00311,0.31,0.03,0.2,,,,,V,Yes,
Mn,EDS,K series,0.6,0.9,0.00599,0.66,0.03,0.4,,,,,Mn,Yes,
Fe,EDS,K series,62.52,1.02,0.56834,61.44,0.14,36.04,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.25,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_81,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,15.43,0.43,0.05194,35.54,0.22,63.08,,,,,SiO2,Yes,
Al,EDS,K series,0.1,0.58,0.00071,0.17,0.02,0.18,,,,,Al2O3,Yes,
Si,EDS,K series,0.08,1.09,0.00041,0.07,0.02,0.07,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,32.82,0.95,0.32818,34.68,0.08,20.56,,,,,Ti,Yes,
Mn,EDS,K series,6.08,0.84,0.06079,7.23,0.06,3.74,,,,,Mn,Yes,
Fe,EDS,K series,23.29,0.96,0.21174,24.32,0.1,12.37,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,102.01,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_82,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,22.95,0.68,0.07722,33.8,0.19,62.73,,,,,SiO2,Yes,
Al,EDS,K series,0.18,0.53,0.00127,0.33,0.02,0.36,,,,,Al2O3,Yes,
Si,EDS,K series,0.27,1.01,0.0014,0.27,0.02,0.28,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,17.59,0.96,0.17585,18.36,0.06,11.38,,,,,Ti,Yes,
V,EDS,K series,0.24,0.97,0.0024,0.25,0.03,0.14,,,,,V,Yes,
Mn,EDS,K series,0.17,0.87,0.00171,0.2,0.03,0.11,,,,,Mn,Yes,
Fe,EDS,K series,46.33,0.99,0.42116,47.02,0.13,25,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,100.23,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_83,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,52.74,1.56,0.17748,33.86,0.1,65.53,,,,,SiO2,Yes,
Al,EDS,K series,0.33,0.5,0.00236,0.65,0.02,0.75,,,,,Al2O3,Yes,
Si,EDS,K series,0.81,0.96,0.0042,0.84,0.02,0.93,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.2,0.98,0.00204,0.21,0.02,0.13,,,,,Ti,Yes,
Mn,EDS,K series,0.39,0.9,0.00393,0.44,0.03,0.25,,,,,Mn,Yes,
Fe,EDS,K series,59.15,1.01,0.53766,58.44,0.14,32.4,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,94.44,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_84,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,39.32,1.19,0.13233,32.92,0.12,60.2,,,,,SiO2,Yes,
Al,EDS,K series,0.65,0.58,0.00469,1.14,0.02,1.23,,,,,Al2O3,Yes,
Si,EDS,K series,15.2,1.06,0.07884,14.41,0.05,15,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.55,0.92,0.0055,0.6,0.02,0.36,,,,,Ti,Yes,
Fe,EDS,K series,43.67,0.99,0.39692,44.29,0.12,23.2,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,93.35,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_85,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,33.33,1.19,0.11216,28,0.11,58.33,,,,,SiO2,Yes,
Al,EDS,K series,0.34,0.5,0.00242,0.68,0.02,0.84,,,,,Al2O3,Yes,
Si,EDS,K series,0.61,0.95,0.00317,0.64,0.02,0.76,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,4.31,0.99,0.0431,4.37,0.03,3.04,,,,,Ti,Yes,
Mn,EDS,K series,0.89,0.91,0.00885,0.98,0.03,0.59,,,,,Mn,Yes,
Fe,EDS,K series,62.24,1.02,0.56576,61.05,0.14,36.44,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,95.72,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_86,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,24.89,0.72,0.08377,34.52,0.17,62.6,,,,,SiO2,Yes,
Al,EDS,K series,0.35,0.54,0.00248,0.64,0.02,0.69,,,,,Al2O3,Yes,
Si,EDS,K series,0.53,1.01,0.00277,0.53,0.02,0.54,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,16.08,0.96,0.16084,16.73,0.06,10.13,,,,,Ti,Yes,
V,EDS,K series,0.47,0.98,0.00474,0.49,0.03,0.28,,,,,V,Yes,
Mn,EDS,K series,5.4,0.87,0.05395,6.17,0.05,3.26,,,,,Mn,Yes,
Fe,EDS,K series,42.82,0.99,0.3892,43.31,0.12,22.5,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,102.38,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_87,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,41.47,1.43,0.13956,29.05,0.1,58.96,,,,,SiO2,Yes,
Al,EDS,K series,0.18,0.49,0.00126,0.36,0.02,0.43,,,,,Al2O3,Yes,
Si,EDS,K series,0.41,0.94,0.00213,0.44,0.02,0.5,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,1.14,0.99,0.0114,1.15,0.02,0.78,,,,,Ti,Yes,
V,EDS,K series,0.09,1.03,0.00088,0.09,0.02,0.05,,,,,V,Yes,
Fe,EDS,K series,69.3,1.03,0.62997,67.56,0.14,39.28,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,98.64,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_88,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,42.49,1.4,0.14299,30.27,0.11,59.85,,,,,SiO2,Yes,
Al,EDS,K series,0.22,0.49,0.00155,0.44,0.02,0.51,,,,,Al2O3,Yes,
Si,EDS,K series,0.57,0.95,0.00297,0.61,0.02,0.68,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,1.57,0.99,0.01566,1.58,0.03,1.04,,,,,Ti,Yes,
Fe,EDS,K series,68.46,1.02,0.62233,66.94,0.14,37.91,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,99.83,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_89,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,36.91,1.48,0.12421,24.92,0.09,55.48,,,,,SiO2,Yes,
Al,EDS,K series,0.22,0.48,0.00155,0.45,0.02,0.59,,,,,Al2O3,Yes,
Si,EDS,K series,0.31,0.93,0.00161,0.33,0.02,0.42,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.3,1,0.00302,0.3,0.02,0.22,,,,,Ti,Yes,
Fe,EDS,K series,70.18,1.03,0.63794,67.87,0.14,43.28,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,93.87,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_90,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,40.44,1.42,0.13607,28.54,0.1,58.46,,,,,SiO2,Yes,
Al,EDS,K series,0.54,0.5,0.00389,1.09,0.03,1.32,,,,,Al2O3,Yes,
Si,EDS,K series,1.71,0.95,0.00888,1.81,0.03,2.11,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.75,0.99,0.00746,0.76,0.02,0.52,,,,,Ti,Yes,
V,EDS,K series,0.08,1.02,0.00078,0.08,0.02,0.05,,,,,V,Yes,
Mn,EDS,K series,0.41,0.91,0.00413,0.45,0.03,0.27,,,,,Mn,Yes,
Fe,EDS,K series,64.94,1.02,0.59034,63.52,0.14,37.28,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,96.24,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_91,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,22.14,0.51,0.07451,43.1,0.24,67.58,,,,,SiO2,Yes,
Al,EDS,K series,0.31,0.57,0.00222,0.54,0.02,0.51,,,,,Al2O3,Yes,
Si,EDS,K series,0.1,1.06,0.00053,0.1,0.02,0.09,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,28,0.94,0.28001,29.89,0.08,15.66,,,,,Ti,Yes,
V,EDS,K series,0.32,0.94,0.00324,0.35,0.04,0.17,,,,,V,Yes,
Mn,EDS,K series,0.17,0.84,0.00165,0.2,0.03,0.09,,,,,Mn,Yes,
Fe,EDS,K series,33.92,0.96,0.30837,35.42,0.11,15.91,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,109.6,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_92,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,18.71,0.44,0.06298,42.85,0.24,67.52,,,,,SiO2,Yes,
Al,EDS,K series,0.12,0.58,0.00086,0.2,0.02,0.19,,,,,Al2O3,Yes,
Si,EDS,K series,0.08,1.09,0.00042,0.07,0.02,0.07,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,34.04,0.93,0.34036,36.5,0.08,19.21,,,,,Ti,Yes,
Mn,EDS,K series,0.15,0.83,0.00154,0.19,0.03,0.09,,,,,Mn,Yes,
Fe,EDS,K series,27.12,0.95,0.24656,28.63,0.1,12.93,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,108.44,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_93,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,35.97,1.46,0.12103,24.67,0.09,55,,,,,SiO2,Yes,
Al,EDS,K series,0.6,0.49,0.00433,1.22,0.03,1.62,,,,,Al2O3,Yes,
Si,EDS,K series,1.69,0.94,0.00876,1.81,0.03,2.29,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.01,0.99,0.00012,0.01,0.02,0.01,,,,,Ti,Yes,
Fe,EDS,K series,66.24,1.03,0.60213,64.32,0.14,41.08,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,92.03,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_94,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,36.72,1.16,0.12356,31.56,0.12,60.73,,,,,SiO2,Yes,
Al,EDS,K series,0.52,0.51,0.00373,1.02,0.03,1.17,,,,,Al2O3,Yes,
Si,EDS,K series,1.14,0.96,0.00591,1.18,0.02,1.3,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,4.66,0.98,0.04658,4.77,0.04,3.07,,,,,Ti,Yes,
V,EDS,K series,0.21,1.01,0.00213,0.21,0.02,0.13,,,,,V,Yes,
Mn,EDS,K series,0.35,0.9,0.0035,0.39,0.03,0.22,,,,,Mn,Yes,
Fe,EDS,K series,61.27,1.01,0.55697,60.56,0.14,33.39,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,99.7,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_95,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,15.72,0.44,0.05289,35.74,0.25,63.17,,,,,SiO2,Yes,
Al,EDS,K series,0.19,0.57,0.00139,0.34,0.02,0.35,,,,,Al2O3,Yes,
Si,EDS,K series,0.05,1.07,0.00027,0.05,0.02,0.05,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,31.84,0.94,0.31836,33.74,0.08,19.92,,,,,Ti,Yes,
V,EDS,K series,0.38,0.94,0.00383,0.41,0.04,0.23,,,,,V,Yes,
Mn,EDS,K series,1.27,0.84,0.01266,1.51,0.04,0.77,,,,,Mn,Yes,
Fe,EDS,K series,29.34,0.96,0.26672,30.64,0.1,15.51,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,102.42,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_98,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,42.17,1.43,0.14189,29.53,0.1,59.54,,,,,SiO2,Yes,
Al,EDS,K series,0.33,0.49,0.00236,0.67,0.03,0.8,,,,,Al2O3,Yes,
Si,EDS,K series,0.99,0.95,0.00512,1.04,0.02,1.2,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,1.06,0.99,0.01062,1.07,0.02,0.72,,,,,Ti,Yes,
Mn,EDS,K series,0.21,0.91,0.00209,0.23,0.03,0.14,,,,,Mn,Yes,
Fe,EDS,K series,66.57,1.02,0.60511,65.09,0.14,37.6,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.63,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_99,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,30.66,0.97,0.10318,31.72,0.14,60.48,,,,,SiO2,Yes,
Al,EDS,K series,0.4,0.51,0.00289,0.79,0.03,0.89,,,,,Al2O3,Yes,
Si,EDS,K series,0.12,0.97,0.0006,0.12,0.02,0.13,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,8.63,0.98,0.08629,8.85,0.05,5.63,,,,,Ti,Yes,
V,EDS,K series,0.57,1,0.00566,0.57,0.03,0.34,,,,,V,Yes,
Mn,EDS,K series,0.87,0.89,0.00869,0.97,0.03,0.54,,,,,Mn,Yes,
Fe,EDS,K series,58.98,1.01,0.53611,58.55,0.14,31.98,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,101.57,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_100,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.8,0.84,0.09355,33.2,0.15,61.76,,,,,SiO2,Yes,
Al,EDS,K series,0.38,0.52,0.0027,0.72,0.02,0.8,,,,,Al2O3,Yes,
Si,EDS,K series,0.47,0.99,0.00242,0.47,0.02,0.5,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,12.05,0.97,0.12049,12.48,0.05,7.75,,,,,Ti,Yes,
V,EDS,K series,0.44,0.99,0.00438,0.44,0.03,0.26,,,,,V,Yes,
Mn,EDS,K series,0.36,0.88,0.00362,0.41,0.03,0.22,,,,,Mn,Yes,
Fe,EDS,K series,53.73,1,0.48838,53.88,0.13,28.71,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,101.61,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_101,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,42.81,1.52,0.14407,28.24,0.1,58.22,,,,,SiO2,Yes,
Al,EDS,K series,0.15,0.49,0.00106,0.3,0.02,0.37,,,,,Al2O3,Yes,
Si,EDS,K series,0.26,0.94,0.00136,0.28,0.02,0.33,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.18,1,0.0018,0.18,0.02,0.12,,,,,Ti,Yes,
Fe,EDS,K series,71.42,1.03,0.64917,69.35,0.15,40.96,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,98.35,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_102,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,36.97,1.43,0.12442,25.93,0.1,56.35,,,,,SiO2,Yes,
Al,EDS,K series,0.44,0.49,0.00317,0.9,0.03,1.16,,,,,Al2O3,Yes,
Si,EDS,K series,1.39,0.94,0.0072,1.48,0.03,1.83,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.49,0.99,0.00491,0.49,0.02,0.36,,,,,Ti,Yes,
V,EDS,K series,0.12,1.03,0.00125,0.12,0.02,0.08,,,,,V,Yes,
Fe,EDS,K series,66.39,1.03,0.60346,64.59,0.14,40.22,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,93.51,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_103,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,32.33,1,0.1088,32.29,0.14,61.06,,,,,SiO2,Yes,
Al,EDS,K series,0.36,0.51,0.00255,0.7,0.03,0.78,,,,,Al2O3,Yes,
Si,EDS,K series,0.17,0.97,0.00088,0.17,0.02,0.19,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,7.81,0.98,0.07814,8.01,0.04,5.06,,,,,Ti,Yes,
V,EDS,K series,0.63,1,0.00634,0.63,0.03,0.38,,,,,V,Yes,
Fe,EDS,K series,60.52,1.01,0.55012,60.07,0.14,32.53,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,101.88,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_104,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,37.8,1.29,0.1272,29.26,0.11,58.82,,,,,SiO2,Yes,
Al,EDS,K series,1.12,0.5,0.00805,2.24,0.03,2.67,,,,,Al2O3,Yes,
Si,EDS,K series,0.13,0.94,0.00068,0.14,0.02,0.16,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,2.23,0.98,0.02234,2.27,0.03,1.52,,,,,Ti,Yes,
V,EDS,K series,0.52,1.02,0.00521,0.51,0.02,0.32,,,,,V,Yes,
Cr,EDS,K series,0.53,1.09,0.00527,0.48,0.02,0.3,,,,,Cr,Yes,
Mn,EDS,K series,0.16,0.91,0.00159,0.18,0.03,0.1,,,,,Mn,Yes,
Fe,EDS,K series,63.85,1.02,0.58039,62.69,0.14,36.1,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.77,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_105,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,17.57,0.44,0.05913,40.17,0.23,66.44,,,,,SiO2,Yes,
Al,EDS,K series,0.16,0.58,0.00111,0.27,0.02,0.26,,,,,Al2O3,Yes,
Si,EDS,K series,0.07,1.09,0.00037,0.07,0.02,0.06,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,32.98,0.94,0.32978,35.23,0.08,19.46,,,,,Ti,Yes,
Mn,EDS,K series,2.1,0.83,0.02102,2.52,0.04,1.21,,,,,Mn,Yes,
Fe,EDS,K series,25.2,0.95,0.22908,26.52,0.1,12.57,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,104.77,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_106,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
