Fe,Fe_se,O,O_se,Ti,Ti_se,window_size
0.3987889088070377,0.006868505966513227,0.5977953403449976,0.00688164722330316,0.003415750847964782,0.0004360143736170792,10
0.39596079313210775,0.006120690064911906,0.600798366445137,0.0061248460948179935,0.003240840422755385,0.00044106994545883995,11
0.38756948571552613,0.006295988080480857,0.6087970979577328,0.00622834749911427,0.0036334163267409897,0.000458028073320831,10
