fe_mean,fe_se,o_mean,o_se,ti_mean,ti_se,window_size
0.1567312255208984,0.0059063243567060554,0.6634446904019371,0.008148317752411571,0.17982408407716444,0.006546159787630047,9
0.1655210773087169,0.005633141223649562,0.6749289043796122,0.00643972053094759,0.15955001831167084,0.004497491902236437,11
0.1742407970384364,0.006828852345612634,0.6455135600130457,0.01034273962644648,0.18024564294851791,0.006871765790445512,11
0.18921664510568434,0.006530994554430009,0.6599221701958438,0.007340717834180543,0.1508611846984721,0.003988981363260342,10
