Fe,Fe_se,O,O_se,Ti,Ti_se,window_size
0.4292577013595815,0.01060070746560793,0.5680770573594832,0.010598258787197225,0.002665241280935321,0.0003923934813645775,11
0.3599342668665002,0.007497866944504646,0.6362858513472056,0.007486486631165665,0.003779881786294013,0.0005092402707139039,10
