fe_mean,fe_se,o_mean,o_se,ti_mean,ti_se,window_size
0.3696131762086759,0.005352875900259536,0.6279350039419956,0.005336496939432479,0.002451819849328442,0.00029667866120108063,12
0.3826152975727506,0.006618752166822116,0.6082131757339088,0.006410774246795196,0.009171526693340638,0.0008513015915665974,9
0.39158460928386757,0.006208946888320164,0.6054463388051613,0.006263613620412861,0.0029690519109711842,0.00045445185133369904,10
0.3812959983520105,0.005728510013428246,0.6142969079681615,0.005729595811937882,0.004407093679827966,0.00044698439998143246,11
0.39812346197105547,0.001807650933243312,0.5993212324319085,0.0018043238777271772,0.0025553055970360355,0.00010790167804728433,36
