Fe,Fe_se,O,O_se,Ti,Ti_se,window_size
0.37259072589365483,0.005929095979232759,0.6072489755164927,0.005815344217268226,0.02016029858985248,0.001144769474470543,11
0.3657940716544156,0.006582074515371282,0.6120053848353955,0.0065780079873360145,0.022200543510188804,0.001311749781389027,10
0.35766442358535977,0.006914709086162719,0.6151865954133675,0.006753453323175489,0.027148981001272783,0.001726034463010611,9
