Fe,Fe_se,O,O_se,Ti,Ti_se,window_size
0.385743926696302,0.005653373831485833,0.6086483867791155,0.005603239028256965,0.005607686524582623,0.0005611724590902232,10
0.39011167718956297,0.005072408986920725,0.6077406303188844,0.0050181809737557224,0.0021476924915526992,0.0003689618469453378,11
0.40632319456979266,0.005208680791805857,0.5909697512805596,0.0051981198400703555,0.002707054149647719,0.00038350956345108335,11
